Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Joseph, Frederick",The Black Friend: On Being a Better White Person,Banned in Libraries,Mississippi,Madison county schools,Administrator,2,2022-04-01
"Goode, Laura",Sister Mischief,Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"Goode, Laura",Sister Mischief,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Gonzalez, Maya Christina","They, She, He Easy as ABC",Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Gonzalez, Maya Christina","They, She, He Easy as ABC",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"G., Mady",A Quick & Easy Guide to Queer & Trans Identities,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,2,2021-11-01
"G., Mady",A Quick & Easy Guide to Queer & Trans Identities,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Maillard, Kevin Noble",Fry Bread: A Native American Family Story,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Sharpe, Tess",Far from You,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Gailey, Sarah",When We Were Magic,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Gailey, Sarah",When We Were Magic,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Sharpe, Tess",Far from You,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You",Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Gonzales, Kathryn","Trans+: Love, Sex, Romance, and Being You",Banned Pending Investigation,Florida,Walton county school district,Administrator,2,2022-04-01
"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,2,2022-03-01
"Martinez-Neal, Juana",Alma and How She Got Her Name,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Farrell, Courtney",The Abortion Debate (Essential Viewpoints),Banned Pending Investigation,Texas,Klein independent school district,Administrator,2,2021-12-01
"Heaney, Katie",Girl Crushed,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Draper, Sharon M.",Panic,Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,2,2021-11-01
"Heaney, Katie",Girl Crushed,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Lukoff, Kyle",When Aidan Became A Brother,Banned in Libraries and Classrooms,Virginia,Roanoke county public schools,Formal Challenge,2,2022-01-01
"Hawkins, Rachel",Her Royal Highness,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"McCoy, Kathy",The Teenage Body Book,Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"McCoy, Kathy",The Teenage Body Book,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,2,2022-01-01
"Sorell, Traci",We Are Grateful: Otsaliheliga,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Sorell, Traci",We Are Grateful: Otsaliheliga,Banned Pending Investigation,Florida,Duval county public schools,Administrator,2,2022-01-01
"Hawkins, Rachel",Her Royal Highness,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Sones, Sonya",One of Those Hideous Books Where the Mother Dies,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Sloan, Holly Goldberg",To Night Owl from Dogfish,Banned Pending Investigation,Florida,Duval county public schools,Administrator,2,2022-01-01
"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Efaw, Amy",After,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Efaw, Amy",After,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Draper, Sharon M.",Panic,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,2,2022-01-01
"Stamper, Phil",As Far As You'll Take Me,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Lukoff, Kyle",When Aidan Became A Brother,Banned Pending Investigation,Florida,Duval county public schools,Administrator,2,2022-01-01
"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,Banned Pending Investigation,Florida,Duval county public schools,Administrator,2,2022-01-01
"Lukavics, Amy",Daughters Unto Devils,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Lukavics, Amy",Daughters Unto Devils,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",Banned in Libraries,Indiana,Carmel clay schools,Administrator,2,2021-07-01
"Lukoff, Kyle",Call Me Max (Max and Friends Series),Banned in Libraries and Classrooms,Florida,Palm beach county school district,Administrator,2,2022-04-01
"Lukoff, Kyle",Call Me Max (Max and Friends Series),Banned in Libraries and Classrooms,Indiana,Carmel clay schools,Administrator,2,2021-07-01
"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"Hendriks, Jenni",Unpregnant,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Hendriks, Jenni",Unpregnant,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Stamper, Phil",The Gravity of Us,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),Banned Pending Investigation,Florida,Indian river county school district,Administrator,2,2021-11-01
"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Stamper, Phil",The Gravity of Us,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Stamper, Phil",As Far As You'll Take Me,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!,Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,2,2021-11-01
"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Harmon, Michael",The Last Exit to Normal,Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"Smith, Heather",Chicken Girl,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series),Banned in Libraries,Georgia,Cherokee county school district,Formal Challenge,2,2022-01-01
"Parr, Todd",The Family Book,Banned Pending Investigation,Florida,Lee county schools,Administrator,2,2022-03-01
"Evans, Shane W.",We March,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,2,2021-08-01
"Evans, Shane W.",We March,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Harmon, Michael",The Last Exit to Normal,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Lundin, Britta",Ship It,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Smith, Amber",The Last to Let Go,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Smith, Amber",The Last to Let Go,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Parr, Todd",The Family Book,Banned Pending Investigation,Florida,Walton county school district,Administrator,2,2022-04-01
"Fantauzzo, Laurel Flores",My Heart Underwater,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Fantauzzo, Laurel Flores",My Heart Underwater,Banned Pending Investigation,Texas,North east independent school district,Administrator,2,2021-12-01
"Lyon, George Ella",Sonny's House of Spies,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Sloan, Holly Goldberg",To Night Owl from Dogfish,Banned in Classrooms,North carolina,Wilkes county school district,Administrator,2,2022-06-01
"Lundin, Britta",Ship It,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Glines, Abbi",Bad for You (Sea Breeze Series),Banned in Libraries and Classrooms,Texas,Granbury independent school district,Administrator,2,2022-01-01
"McClintock, Norah",Masked,Banned in Libraries,Texas,North east independent school district,Administrator,2,2021-12-01
"Hartzler, Aaron",What We Saw,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,2,2022-03-01
"McClintock, Norah",Masked,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,2,2022-01-01
"Hartzler, Aaron",What We Saw,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,2,2021-11-01
"Smith, Heather",Chicken Girl,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,2,2022-03-01
"Smyth, Ciara",Not My Problem,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,2,2022-02-01
"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,Banned Pending Investigation,Florida,Duval county public schools,Administrator,2,2022-01-01
"Smyth, Ciara",Not My Problem,Banned Pending Investigation,Florida,Brevard public schools,Administrator,2,2022-03-01
"Pinkney, Andrea Davis",Duke Ellington: The Piano Prince and His Orchestra,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Perry, LaTashia M.",Skin Like Mine (Kids Like Mine Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Perkins, Mitali",Between Us and Abuela: A Family Story from the Border,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Perkins, Useni Eugene",Hey Black Child,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Peters, Julie Anne",Far from Xanadu,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Peters, Julie Anne",Between Mom and Jo,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Myracle, Lauren",Victor and Nora: A Gotham Love Story,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,1,2021-12-01
"Myracle, Lauren",Under the Moon: A Catwoman Tale,Banned in Libraries,Wisconsin,School district of waukesha,Administrator,1,2021-12-01
"Myracle, Lauren",yolo (Internet Girls Series),Banned in Libraries,Wisconsin,School district of waukesha,Administrator,1,2021-12-01
"Nabokov, Vladimir",Lolita,Banned Pending Investigation,Utah,Canyons school district,Administrator,1,2021-10-01
"Pierce, Tamora",Mastiff (Beka Cooper Series),Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Nagle, Jeanne",GLBT Teens and Society,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Pierce, Tamora",The Will of the Empress (The Circle Reforged Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Pinsky, Drew","It Doesn't Have to Be Awkward: Dealing with Relationships, Consent, and Other Hard-to-Talk-About Stuff",Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Nagle, Jeanne",Are You LGBTQ?,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Pinkney, Gloria Jean",The Sunday Outing,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Picoult, Jodi",The Tenth Circle,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Pinguicha, Diana",A Curse of Roses,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Nagara, Innosanto",A is for Activist,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Pinkney, Andrea Davis",Fishing Day,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Pak, Soyung",Dear Juno,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Namioka, Lensey",Yang the Third and Her Impossible Family (The Yang Family Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"O'Leary, Sara",A Family Is a Family Is a Family,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Oseman, Alice",Heartstopper: Volume Two (Heartstopper Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Oseman, Alice",Heartstopper: Volume Three (Heartstopper Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Parr, Todd",Esta bien ser diferente/It's Okay to Be Different (Spanish Version),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Peters, Julie Anne",It's Our Prom (So Deal With It),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Peters, Julie Anne",Keeping You a Secret,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Peters, Julie Anne",Lies My Girlfriend Told Me,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Oseman, Alice",Heartstopper: Volume One (Heartstopper Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Ortiz, Simon J.",The People Shall Continue,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Olsen, Shannon",Our Class is a Family,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Oliver, Lauren",Broken Things,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Oliver, Lauren",Before I Fall,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Petrikowski, Nicki Peter",Gender Identity (Teen Mental Health),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Ogden, Charlie",Identity and Gender,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"O'Neill, Louise",Asking for It,Banned in Libraries and Classrooms,Texas,Prosper independent school district,Administrator,1,2022-03-01
"Patel, Sonia",Jaya and Rasa: A Love Story,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Oshiro, Mark",Anger Is a Gift,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Oshiro, Mark",Anger Is a Gift: A Novel,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,1,2021-11-01
"Parks, Peggy J.",The Black Lives Matter Movement,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Paris, Django",Culturally Sustaining Pedagogies: Teaching and Learning for Justice in a Changing World,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Palmer, Bill",Homophobia: From Social Stigma to Hate Crimes,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Pancholy, Maulik",The Best at It,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Panetta, Kevin",Bloom,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Papademetriou, Lisa",M or F?,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,1,2022-01-01
"Page, Nathan",The Witch's Hand (The Montague Twins),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Pacton, Jamie",The Life and (Medieval) Times of Kit Sweetly,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Overy, Alexandra",These Feathered Flames (These Feathered Flames Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Parks, Peggy J.",Teenage Sex and Pregnancy,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Park, Linda Sue",Nya's Long Walk: A Step at a Time,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Ottaviani, Jim",The Imitation Game: Alan Turing Decoded,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Otsuka, Julie",When the Emperor Was Divine,Banned in Classrooms,Wisconsin,Muskego-norway schools,Administrator,1,2022-06-01
"Ostrovski, Emil",Away We Go,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Ostertag, Molly Knox",The Witch Boy (The Witch Boy Series),Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Parks, Peggy J.",How Prevalent Is Racism in Society?,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"O'Neill, Kay",Princess Princess Ever After,Banned in Libraries,Texas,Katy independent school district,Administrator,1,2022-01-01
"O'Donoghue, Caroline",All Our Hidden Gifts (All Our Hidden Gifts Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Namioka, Lensey",Yang the Youngest and his Terrible Ear (The Yang Family Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"O'Brien, Tim",The Things They Carried,Banned Pending Investigation,Florida,Indian river county school district,Administrator,1,2021-11-01
"Niven, Jennifer",Breathless,Banned Pending Investigation,Florida,Brevard public schools,Administrator,1,2022-05-01
"Newman, Lesléa",October Mourning: A Song for Matthew Shepard,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Newman, Lesléa","Mommy, Mama, and Me",Banned Pending Investigation,Florida,Walton county school district,Administrator,1,2022-04-01
"Newman, Lesléa",Jailbait,Banned in Libraries and Classrooms,Texas,Fredericksburg independent school district,Administrator,1,2022-03-01
"Newman, Lesléa",Heather Has Two Mommies,Banned in Libraries and Classrooms,Pennsylvania,Pennridge school district,Administrator,1,2021-12-01
"Pelleschi, Andrea",Transgender Rights and Issues,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Newman, Lesléa","Daddy, Papa, and Me",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Penfold, Alexandra",All Are Welcome,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Penne, Barbra",Your Rights as an LGBTQ+ Teen,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Nesmith, Kimberly M.",I Am Who I Am,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Nelson, Vaunda Micheaux","The Book Itch: Freedom, Truth & Harlem's Greatest Bookstore",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Nelson, Kadir",Nelson Mandela,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Naylor, Phyllis Reynolds",Reluctantly Alice (Alice Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Nardo, Don",Understanding Gender Identity,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Nardo, Don",Should Teens Have Access to Birth Control?,Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Noguera, Pedro A.","The Trouble with Black Boys: And Other Reflections on Race, Equity, and the Future of Public Education",Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Nolen, Jerdine",Thunder Rose,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Palacio, R. J.",White Bird,Banned in Libraries,Texas,Katy independent school district,Administrator,1,2021-10-01
"Noxon, Christopher",Good Trouble: Lessons from the Civil Rights Playbook,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,1,2021-10-01
"Patterson, Richard North",Protect and Defend (Kerry Kilcannon Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Nye, Naomi Shihab",The Turtle of Oman (The Turtle of Oman Series),Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Pau Preto, Nicki",Crown of Feathers (Crown of Feathers Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Pau Preto, Nicki",Heart of Flames (Crown of Feathers Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Nye, Naomi Shihab",The Flag of Childhood: Poems From the Middle East,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Nutt, Amy Ellis",Becoming Nicole: The inspiring story of transgender actor-activist Nicole Maines and her extraordinary family,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Nowinski, Hanna",Meg & Linus,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,1,2022-01-01
"Philips, L.",Sometime After Midnight,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Pau Preto, Nicki",Wings of Shadow (Crown of Feathers Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Paulsen, Gary",Sisters/Hermanas,Banned in Libraries,Florida,Indian river county school district,Administrator,1,2021-11-01
"Norton, Preston",Neanderthal Opens the Door to the Universe,Banned in Libraries and Classrooms,Wisconsin,Chippewa falls area unified school district,Formal Challenge,1,2022-06-01
"North, Ari",Always Human (Always Human Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Payment, Simone","Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Philippe, Ben",The Field Guide to the North American Teenager,Banned in Libraries,Texas,Katy independent school district,Formal Challenge,1,2022-02-01
"Paterson, Katherine",Bridge to Terabithia,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Àbíké-Íyímídé, Faridah",Ace of Spades,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,1,2021-11-01
"Pitman, Gayle E.",This Day in June,Banned Pending Investigation,Florida,Walton county school district,Administrator,1,2022-04-01
"Tuck, Pamela M.",As Fast as Words Could Fly,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Torr, James D.",Abortion (Opposing Viewpoints Series),Banned Pending Investigation,Texas,Klein independent school district,Administrator,1,2021-11-01
"Tonatiuh, Duncan",The Princess and the Warrior: A Tale of Two Volcanoes,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tonatiuh, Duncan",Soldier for Equality: José de la Luz Sáenz and the Great War,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tompert, Ann",Grandfather Tang's Story,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tokuda-Hall, Maggie",Squad,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Todd, Ilima",Remake (Remake Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Todd, Anna",After We Collided (After Series),Banned in Libraries and Classrooms,Georgia,Cherokee county school district,Formal Challenge,1,2022-01-01
"Thrace, Mischa",My Whole Truth,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Thor, Rosiee",Tarnished Are the Stars,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Thomson, Melissa",Keena Ford and the Second Grade Mix Up (Keena Ford Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Thompson, Gare",Who Was Eleanor Roosevelt? (Who was...? Series),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Thompkins-Bigelow, Jamilah",Your Name Is a Song,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Thom, Kai Cheng",From the Stars in the Sky to the Fish in the Sea,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Terrell, Brandon",High Drama (Suspended Series),Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Terciero, Rey","Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women",Banned in Libraries,Texas,Katy independent school district,Administrator,1,2022-01-01
"Ten Boom, Corrie",The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,1,2021-10-01
"Tebbetts, Chris",Me Myself & Him,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Taylor, Simon",Sally and The Magical Sneeze,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tavares, Matt",Henry Aaron's Dream,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Tregay, Sarah",Fan Art,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Turner, Pamela S.",Hachiko: The True Story of a Loyal Dog,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Plath, Sylvia",The Bell Jar,Banned Pending Investigation,Texas,Klein independent school district,Administrator,1,2021-11-01
"Twiss, Jill",A Day in the Life of Marlon Bundo,Banned Pending Investigation,Florida,Walton county school district,Administrator,1,2022-04-01
"Venezia, Mike",Faith Ringgold (Getting to Know the World's Greatest Artists),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Venable, Colleen A. F.",Kiss Number 8,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Velásquez, Eric",Looking for Bongo,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Vaughan, Brian K.",Y: The Last Man,Banned in Classrooms,Texas,Leander independent school district,Administrator,1,2021-09-01
"Vaughan, Brian K.","Saga, Volume 1 (Saga Series)",Banned in Libraries,Illinois,Lake forest schools,Formal Challenge,1,2021-12-01
"Varela, Nina",Iron Heart (Crier's War Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Varela, Nina",Crier's War (Crier's War Series),Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Vande Velde, Vivian","Alison, Who Went Away",Banned in Libraries,Texas,North east independent school district,Administrator,1,2021-12-01
"Vanasse, Deb",Totem Tale,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"van Whye, Kevin","Date Me, Bryson Keller",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Van Ness, Jonathan",Peanut Goes for the Gold,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Valenzuela, Angela",Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,Banned in Classrooms,Pennsylvania,Central york school district,Administrator,1,2021-08-01
"Valentine, Jenny",Hello Now,Banned Pending Investigation,Texas,North east independent school district,Administrator,1,2021-12-01
"Vaid-Menon, Alok",Beyond the Gender Binary,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Ukazu, Ngozi","Sticks & Scones (Check, Please! Series)",Banned Pending Investigation,Tennessee,Collierville schools,Administrator,1,2022-02-01
"Uhlberg, Myron","Dad, Jackie, and Me",Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
"Uhlberg, Myron",A Storm Called Katrina,Banned Pending Investigation,Florida,Duval county public schools,Administrator,1,2022-01-01
