Author,Title,Type of Ban,State,District,Origin of Challenge,Frequency,Date
"Myracle, Lauren","l8r, g8r",Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,12,2022-01-01
"Myracle, Lauren","l8r, g8r",Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,12,2021-11-01
"Hopkins, Ellen",Crank (Crank Series),Banned in Libraries,Tennessee,Wilson county school district,Other,12,2022-05-01
"Green, John",Looking for Alaska,Banned in Libraries,Missouri,Nixa public schools,Formal Challenge,11,2022-02-01
"Gino, Alex",Melissa (George),Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,11,2021-12-01
"Gino, Alex",Melissa (George),Banned in Libraries,Florida,Polk county public schools,Administrator,11,2022-01-01
"Gino, Alex",Melissa (George),Banned in Libraries and Classrooms,Florida,Hernando school district,Administrator,11,2021-11-01
"Gino, Alex",Melissa (George),Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,11,2021-10-01
"Gino, Alex",Melissa (George),Banned Pending Investigation,Florida,Walton county school district,Administrator,11,2022-04-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,Florida,Lee county schools,Administrator,11,2022-03-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,Texas,North east independent school district,Administrator,11,2021-12-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries and Classrooms,Texas,Cypress-fairbanks independent school district,Administrator,11,2022-04-01
"Green, John",Looking for Alaska,Banned in Libraries,Oklahoma,Bristow public schools,Administrator,11,2021-10-01
"Green, John",Looking for Alaska,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,11,2022-01-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Florida,Brevard public schools,Administrator,11,2022-03-01
"Dawson, Juno",This Book Is Gay,Banned Pending Investigation,Florida,Brevard public schools,Administrator,11,2022-03-01
"Dawson, Juno",This Book Is Gay,Banned Pending Investigation,Florida,Walton county school district,Administrator,11,2022-04-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries and Classrooms,Idaho,West ada school district,Formal Challenge,11,2022-02-01
"Dawson, Juno",This Book Is Gay,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,11,2021-11-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries,Missouri,Lindbergh schools,Formal Challenge,11,2021-10-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries and Classrooms,Tennessee,Collierville schools,Administrator,11,2022-02-01
"Gino, Alex",Melissa (George),Banned Pending Investigation,Texas,North east independent school district,Administrator,11,2021-12-01
"Green, John",Looking for Alaska,Banned in Libraries and Classrooms,Texas,Fredericksburg independent school district,Administrator,11,2022-03-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries,Texas,Granbury independent school district,Administrator,11,2022-01-01
"Dawson, Juno",This Book Is Gay,Banned Pending Investigation,Texas,North east independent school district,Administrator,11,2021-12-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries and Classrooms,Wisconsin,Elmbrook schools,Administrator,11,2021-07-01
"Dawson, Juno",This Book Is Gay,Banned in Libraries and Classrooms,Wisconsin,School district of waukesha,Administrator,11,2021-12-01
"Gino, Alex",Melissa (George),Banned Pending Investigation,Florida,Indian river county school district,Administrator,11,2021-11-01
"Green, John",Looking for Alaska,Banned in Libraries and Classrooms,Florida,Hernando school district,Administrator,11,2021-11-01
"Green, John",Looking for Alaska,Banned in Libraries,Florida,Indian river county school district,Administrator,11,2021-11-01
"Green, John",Looking for Alaska,Banned Pending Investigation,Florida,Osceola county school district,Administrator,11,2022-04-01
"Green, John",Looking for Alaska,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,11,2022-05-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Florida,Indian river county school district,Administrator,11,2021-11-01
"Green, John",Looking for Alaska,Banned in Libraries,Texas,Katy independent school district,Administrator,11,2022-04-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,Texas,Granbury independent school district,Administrator,11,2022-01-01
"Tamaki, Mariko",This One Summer,Banned in Libraries,Texas,North east independent school district,Administrator,11,2021-12-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,11,2022-03-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,11,2021-12-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,Idaho,Nampa school district,Administrator,11,2022-05-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,Florida,Walton county school district,Administrator,11,2022-04-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,11,2022-01-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries,Florida,Polk county public schools,Administrator,11,2022-01-01
"Green, John",Looking for Alaska,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,11,2022-05-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,11,2022-04-01
"Telgemeier, Raina",Drama: A Graphic Novel,Banned Pending Investigation,Florida,Indian river county school district,Administrator,11,2021-11-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,11,2022-03-01
"Tamaki, Mariko",This One Summer,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,11,2022-01-01
"Tamaki, Mariko",This One Summer,Banned in Libraries,Texas,Cypress-fairbanks independent school district,Administrator,11,2022-01-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,11,2021-10-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Kansas,Goddard public schools,Administrator,11,2021-11-01
"Gino, Alex",Melissa (George),Banned in Classrooms,Pennsylvania,Central york school district,Administrator,11,2021-08-01
"Gino, Alex",Melissa (George),Banned Pending Investigation,Texas,Granbury independent school district,Administrator,11,2022-01-01
"Tamaki, Mariko",This One Summer,Banned in Libraries,Georgia,Forsyth county schools,Administrator,11,2022-01-01
"Gino, Alex",Melissa (George),Banned in Libraries,Texas,Katy independent school district,Administrator,11,2022-01-01
"Green, John",Looking for Alaska,Banned Pending Investigation,Texas,Klein independent school district,Administrator,11,2021-11-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Florida,Walton county school district,Administrator,11,2022-04-01
"Gino, Alex",Melissa (George),Banned in Libraries and Classrooms,Florida,Lee county schools,Administrator,11,2022-03-01
"Tamaki, Mariko",This One Summer,Banned Pending Investigation,Florida,Lee county schools,Administrator,11,2022-05-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Texas,Fredericksburg independent school district,Administrator,11,2022-03-01
"Morrison, Toni",Beloved,Banned in Libraries and Classrooms,Florida,Lee county schools,Administrator,11,2022-03-01
"Morrison, Toni",Beloved,Banned Pending Investigation,Florida,Santa rosa county district schools,Administrator,11,2022-04-01
"Morrison, Toni",Beloved,Banned in Libraries,Florida,St. lucie public schools,Formal Challenge,11,2021-12-01
"Morrison, Toni",Beloved,Banned Pending Investigation,Florida,Walton county school district,Administrator,11,2022-04-01
"Morrison, Toni",Beloved,Banned Pending Investigation,Michigan,Gladwin community schools,Administrator,11,2022-05-01
"Morrison, Toni",Beloved,Banned in Libraries,Mississippi,Madison county schools,Administrator,11,2022-04-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Texas,Klein independent school district,Administrator,11,2021-11-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Texas,North east independent school district,Administrator,11,2021-12-01
"Morrison, Toni",Beloved,Banned in Libraries,Texas,Katy independent school district,Administrator,11,2022-02-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Texas,Waller independent school district,Administrator,11,2021-11-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Utah,Canyons school district,Administrator,11,2021-10-01
"Morrison, Toni",Beloved,Banned Pending Investigation,Texas,Klein independent school district,Administrator,11,2021-11-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned in Libraries and Classrooms,Arkansas,Siloam springs school district,Formal Challenge,11,2022-01-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,11,2021-11-01
"Morrison, Toni",Beloved,Banned in Libraries and Classrooms,Florida,Jackson county school district,Administrator,11,2022-04-01
"Morrison, Toni",Beloved,Banned Pending Investigation,Florida,Indian river county school district,Administrator,11,2021-11-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,11,2021-10-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,11,2022-01-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned in Libraries and Classrooms,Georgia,Cherokee county school district,Formal Challenge,11,2022-02-01
"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,Banned Pending Investigation,Virginia,Virginia beach city public schools,Administrator,11,2021-10-01
"Morrison, Toni",Beloved,Banned in Libraries,Florida,Polk county public schools,Administrator,11,2022-01-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Katy independent school district,Administrator,10,2021-11-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,10,2021-11-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Killeen independent school district,Administrator,10,2022-04-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Cypress-fairbanks independent school district,Administrator,10,2021-12-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned Pending Investigation,Texas,Birdville independent school district,Formal Challenge,10,2021-10-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Clear creek independent school district,Administrator,10,2022-01-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned Pending Investigation,New york,Yorktown central school district,Formal Challenge,10,2022-01-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned Pending Investigation,Washington,Kent school district,Administrator,10,2022-01-01
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,Florida,Palm beach county school district,Administrator,10,2022-04-01
"Curato, Mike",Flamer,Banned Pending Investigation,Michigan,Rochester community schools district,Administrator,10,2022-04-01
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,Oklahoma,Bixby public schools,Administrator,10,2022-06-01
"Curato, Mike",Flamer,Banned Pending Investigation,Tennessee,Collierville schools,Administrator,10,2022-02-01
"Curato, Mike",Flamer,Banned in Libraries,Texas,Clear creek independent school district,Administrator,10,2022-02-01
"Curato, Mike",Flamer,Banned Pending Investigation,Texas,Katy independent school district,Administrator,10,2022-01-01
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,Texas,Keller independent school district,Formal Challenge,10,2021-11-01
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,Texas,Klein independent school district,Administrator,10,2022-05-01
"Curato, Mike",Flamer,Banned Pending Investigation,Texas,North east independent school district,Administrator,10,2021-12-01
"Curato, Mike",Flamer,Banned in Libraries and Classrooms,Wisconsin,School district of waukesha,Administrator,10,2021-12-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned Pending Investigation,Texas,Lamar consolidated independent school district,Administrator,10,2021-12-01
"Rosen, L. C.",Jack of Hearts (and other parts),Banned in Libraries and Classrooms,Texas,Frisco independent school district,Administrator,10,2022-04-01
"Reynolds, Jason",All American Boys,Banned in Classrooms,North carolina,Pitt county schools,Formal Challenge,9,2021-11-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries and Classrooms,Texas,Spring branch independent school district,Administrator,9,2021-09-01
"Johnson, Cathy G.",The Breakaways,Banned Pending Investigation,Texas,Lamar consolidated independent school district,Administrator,9,2021-12-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries,Texas,Katy independent school district,Administrator,9,2021-11-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries and Classrooms,Texas,Cypress-fairbanks independent school district,Administrator,9,2021-12-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries,Texas,Clear creek independent school district,Administrator,9,2021-10-01
"Johnson, Cathy G.",The Breakaways,Banned Pending Investigation,Missouri,Rockwood school district,Formal Challenge,9,2021-10-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries,Florida,St. johns county school district,Formal Challenge,9,2022-05-01
"Johnson, Cathy G.",The Breakaways,Banned in Libraries and Classrooms,Florida,Indian river county school district,Administrator,9,2021-11-01
"Reynolds, Jason",All American Boys,Banned Pending Investigation,Oklahoma,Bristow public schools,Administrator,9,2021-10-01
