State,ID,District,Students_tested,Reading_proficiency_rate,Average_proficiency,Diff_from_mean_abs
Arizona,400340,Noah webster schools - mesa,542,47.0,54.32355555555556,7.323555555555558
Arizona,400343,Griffin foundation  inc. the,178,,54.32355555555556,
Arizona,400344,Pathways km charter schools  inc,7,,54.32355555555556,
Arizona,400345,Cochise technology district,17,,54.32355555555556,
Arizona,400347,Coconino association for vocation industry and technology,11,,54.32355555555556,
Arizona,400348,Central arizona valley institute of technology,193,,54.32355555555556,
Arizona,400349,Gila institute for technology,5,,54.32355555555556,
Arizona,400350,Peak school inc.  the,97,,54.32355555555556,
Arizona,400351,Kaizen education foundation dba vista grove preparatory acad,68,,54.32355555555556,
Arizona,400352,American charter schools foundation d.b.a. estrella high sch,71,,54.32355555555556,
Arizona,400353,American charter schools foundation d.b.a. peoria accelerate,143,,54.32355555555556,
Arizona,400354,American charter schools foundation d.b.a. sun valley high s,128,,54.32355555555556,
Arizona,400355,American charter schools foundation d.b.a. west phoenix high,86,,54.32355555555556,
Arizona,400356,Nosotros  inc,83,,54.32355555555556,
Arizona,400357,American charter schools foundation d.b.a. apache trail high,44,,54.32355555555556,
Arizona,400359,Challenger basic school  inc.,175,,54.32355555555556,
Arizona,400361,Arizona community development corporation,1187,28.0,54.32355555555556,26.323555555555558
Arizona,400363,Sc jensen corporation  inc. dba intelli-school,24,,54.32355555555556,
Arizona,400364,Pas charter  inc.  dba intelli-school,58,,54.32355555555556,
Arizona,400366,Valley of the sun waldorf education association  dba desert,160,,54.32355555555556,
Arizona,400367,Pima prevention partnership dba pima partnership school  the,56,,54.32355555555556,
Arizona,400368,Academy of mathematics and science  inc.,204,62.0,54.32355555555556,7.676444444444442
Arizona,400370,Midtown primary school,31,,54.32355555555556,
Arizona,400373,Tucson international academy  inc.,288,16.0,54.32355555555556,38.32355555555556
Arizona,400374,Bell canyon charter school  inc,164,,54.32355555555556,
Arizona,400376,Cortez park charter middle school  inc.,234,24.0,54.32355555555556,30.323555555555558
Arizona,400377,West gilbert charter middle school  inc.,90,,54.32355555555556,
Arizona,400381,Carpe diem collegiate high school,107,,54.32355555555556,
Arizona,400382,Cplc community schools dba toltecalli high school,25,,54.32355555555556,
Arizona,400383,Life skills center of arizona  inc.,57,,54.32355555555556,
Arizona,400384,American charter schools foundation d.b.a. desert hills high,53,,54.32355555555556,
Arizona,400385,American charter schools foundation d.b.a. crestview college,60,,54.32355555555556,
Arizona,400386,Kaizen education foundation dba summit high school,78,,54.32355555555556,
Arizona,400387,Kaizen education foundation dba tempe accelerated high schoo,4,,54.32355555555556,
Arizona,400388,Kaizen education foundation dba skyview high school,25,,54.32355555555556,
Arizona,400389,Kaizen education foundation dba maya high school,83,,54.32355555555556,
Arizona,400390,Camelback education  inc,306,23.0,54.32355555555556,31.323555555555558
Arizona,400391,Vista charter school,3,,54.32355555555556,
Arizona,400393,Lifelong learning research institute  inc.,18,,54.32355555555556,
Arizona,400394,Avondale learning dba precision academy,25,,54.32355555555556,
Arizona,400395,Lead charter schools,287,36.0,54.32355555555556,18.323555555555558
Arizona,400396,All aboard charter school,45,,54.32355555555556,
Arizona,400397,Cafa  inc. dba learning foundation performing arts school,92,,54.32355555555556,
Arizona,400398,Founding fathers academies  inc,55,,54.32355555555556,
Arizona,400399,Montessori academy  inc.,114,,54.32355555555556,
Arizona,400401,New world educational center,123,,54.32355555555556,
Arizona,400402,Cholla academy,213,17.0,54.32355555555556,37.32355555555556
Arizona,400404,Akimel o'otham pee posh charter school  inc.,159,,54.32355555555556,
Arizona,400405,Cornerstone charter school inc,52,,54.32355555555556,
Arizona,400406,Happy valley school  inc.,322,75.0,54.32355555555556,20.676444444444442
Arizona,400407,Tucson small school project,45,,54.32355555555556,
Arizona,400409,Satori  inc.,141,,54.32355555555556,
Arizona,400413,Mohave accelerated elementary school  inc.,211,36.0,54.32355555555556,18.323555555555558
Arizona,400414,Academy of building industries  inc.,27,,54.32355555555556,
Arizona,400415,Arizona montessori charter school at anthem,116,,54.32355555555556,
Arizona,400416,Starshine academy,121,,54.32355555555556,
Arizona,400417,Arizona agribusiness & equine center  inc.,93,,54.32355555555556,
Arizona,400418,Ahwatukee foothills prep  inc.,156,,54.32355555555556,
Arizona,400419,Gila county regional school district,14,,54.32355555555556,
Arizona,400420,Pillar charter school,21,,54.32355555555556,
Arizona,400423,Legacy education group,35,,54.32355555555556,
Arizona,400424,Rosefield charter elementary school  inc.,356,49.0,54.32355555555556,5.323555555555558
Arizona,400425,East mesa charter elementary school  inc.,325,32.0,54.32355555555556,22.323555555555558
Arizona,400426,Arizona agribusiness & equine center  inc.,37,,54.32355555555556,
Arizona,400427,Arizona connections academy charter school  inc.,1259,44.0,54.32355555555556,10.323555555555558
Arizona,400429,Country gardens charter schools,186,,54.32355555555556,
Arizona,400432,Portable practical educational preparation  inc. (ppep  inc.,3052,34.0,54.32355555555556,20.323555555555558
Arizona,400433,El pueblo integral - teaching & learning collaborative,71,,54.32355555555556,
Arizona,400438,Imagine charter elementary at desert west  inc.,405,22.0,54.32355555555556,32.32355555555556
Arizona,400439,Desert star community school  inc.,124,,54.32355555555556,
Arizona,400440,Chandler preparatory academy,410,76.0,54.32355555555556,21.676444444444442
Arizona,400441,Imagine middle at surprise  inc.,285,32.0,54.32355555555556,22.323555555555558
Arizona,400442,Imagine middle at east mesa  inc.,122,,54.32355555555556,
Arizona,400444,Prescott valley charter school,110,,54.32355555555556,
Arizona,400445,Imagine charter elementary at camelback  inc.,211,22.0,54.32355555555556,32.32355555555556
Arizona,400446,Imagine elementary at tempe  inc.,153,,54.32355555555556,
Arizona,400447,American charter schools foundation d.b.a. south ridge high,108,,54.32355555555556,
Arizona,400448,Desert sky community school  inc.,25,,54.32355555555556,
Arizona,400450,Agua fria union high school district,1740,51.0,54.32355555555556,3.323555555555558
Arizona,400459,Maricopa county sheriffs office,3,,54.32355555555556,
Arizona,400463,Arizona state school for the deaf and blind,241,8.0,54.32355555555556,46.32355555555556
Arizona,400480,Aguila elementary district,94,,54.32355555555556,
Arizona,400520,Ajo unified district,207,22.0,54.32355555555556,32.32355555555556
Arizona,400600,Alhambra elementary district,8888,19.0,54.32355555555556,35.32355555555556
Arizona,400608,Basis school  inc.,547,90.0,54.32355555555556,35.67644444444444
Arizona,400609,Bradley academy of excellence  inc.,177,,54.32355555555556,
Arizona,400610,Desert heights charter schools,434,38.0,54.32355555555556,16.323555555555558
Arizona,400612,Northeast arizona technological institute of vocational educ,22,,54.32355555555556,
Arizona,400613,Educational impact  inc.,79,,54.32355555555556,
Arizona,400614,Mcccd on behalf of phoenix college preparatory academy,15,,54.32355555555556,
Arizona,400615,West-mec - western maricopa education center,369,42.0,54.32355555555556,12.323555555555558
Arizona,400616,New school for the arts middle school,74,,54.32355555555556,
Arizona,400618,American charter schools foundation d.b.a. south pointe high,113,,54.32355555555556,
Arizona,400619,American charter schools foundation d.b.a. alta vista high s,99,,54.32355555555556,
Arizona,400621,Pinnacle education-tempe  inc.,115,,54.32355555555556,
Arizona,400625,Pinnacle education-kino  inc.,11,,54.32355555555556,
Arizona,400626,Pinnacle education-casa grande  inc.,13,,54.32355555555556,
Arizona,400630,Alpine elementary district,35,,54.32355555555556,
Arizona,400631,Patriot academy  inc.,46,,54.32355555555556,
Arizona,400632,Cochise community development corporation,204,35.0,54.32355555555556,19.323555555555558
Arizona,400633,Canyon rose academy  inc.,62,,54.32355555555556,
Arizona,400636,Blueprint education,115,,54.32355555555556,
Arizona,400637,Edkey  inc. - redwood academy,166,,54.32355555555556,
Arizona,400638,Edkey  inc. - pathfinder academy,200,,54.32355555555556,
Arizona,400640,Edkey  inc. - sequoia school for the deaf and hard of hearin,39,,54.32355555555556,
Arizona,400641,Edkey  inc. - sequoia ranch school,275,8.0,54.32355555555556,46.32355555555556
Arizona,400649,Heritage elementary school,465,28.0,54.32355555555556,26.323555555555558
Arizona,400650,Integrity education incorporated,18,,54.32355555555556,
Arizona,400653,Edkey  inc. - arizona conservatory for arts and academics,235,52.0,54.32355555555556,2.323555555555558
Arizona,400655,Veritas preparatory academy,424,69.0,54.32355555555556,14.676444444444442
Arizona,400656,Rsd charter school  inc.,39,,54.32355555555556,
Arizona,400680,Amphitheater unified district,7044,42.0,54.32355555555556,12.323555555555558
Arizona,400720,Antelope union high school district,51,,54.32355555555556,
Arizona,400745,Legacy traditional charter school - maricopa,685,57.0,54.32355555555556,2.676444444444442
Arizona,400746,Eduprize schools  llc,2173,61.0,54.32355555555556,6.676444444444442
Arizona,400747,Scottsdale preparatory academy,629,76.0,54.32355555555556,21.676444444444442
Arizona,400748,Sage academy  inc.,65,,54.32355555555556,
Arizona,400750,Apache elementary district,5,,54.32355555555556,
Arizona,400751,Concordia charter school  inc.,48,,54.32355555555556,
Arizona,400752,Pima county jted,129,,54.32355555555556,
Arizona,400753,Ambassador academy,10,,54.32355555555556,
Arizona,400754,Imagine desert west middle  inc.,311,25.0,54.32355555555556,29.323555555555558
Arizona,400755,Freedom academy  inc.,244,59.0,54.32355555555556,4.676444444444442
Arizona,400756,Imagine camelback middle  inc.,154,,54.32355555555556,
Arizona,400757,Arete preparatory academy,330,64.0,54.32355555555556,9.676444444444442
Arizona,400758,Candeo schools  inc.,334,83.0,54.32355555555556,28.676444444444442
Arizona,400760,Glendale preparatory academy,290,73.0,54.32355555555556,18.676444444444442
Arizona,400761,Tempe preparatory junior academy,196,,54.32355555555556,
Arizona,400763,Eagle south mountain charter  inc.,404,49.0,54.32355555555556,5.323555555555558
Arizona,400764,Asu preparatory academy,160,,54.32355555555556,
Arizona,400766,Imagine coolidge elementary  inc.,344,24.0,54.32355555555556,30.323555555555558
Arizona,400768,Pima prevention partnership dba pima partnership academy,94,,54.32355555555556,
Arizona,400769,Imagine prep coolidge  inc.,340,23.0,54.32355555555556,31.323555555555558
Arizona,400770,Imagine prep surprise  inc.,48,,54.32355555555556,
Arizona,400771,Blue adobe project,17,,54.32355555555556,
Arizona,400772,Mountain institute jted,19,,54.32355555555556,
Arizona,400774,Sonoran science academy - broadway,154,,54.32355555555556,
Arizona,400775,San tan montessori school  inc.,262,50.0,54.32355555555556,4.323555555555558
Arizona,400776,Daisy education corporation dba sonoran science academy - ph,166,,54.32355555555556,
Arizona,400778,Daisy education corporation dba paragon science academy,253,66.0,54.32355555555556,11.676444444444442
Arizona,400780,Imagine avondale elementary  inc.,251,31.0,54.32355555555556,23.323555555555558
Arizona,400781,Math and science success academy  inc.,229,37.0,54.32355555555556,17.323555555555558
Arizona,400782,Haven montessori children's house  inc.,38,,54.32355555555556,
Arizona,400783,Imagine prep superstition  inc.,25,,54.32355555555556,
Arizona,400785,Az compass schools  inc.,64,,54.32355555555556,
Arizona,400786,West valley arts and technology academy  inc.,210,23.0,54.32355555555556,31.323555555555558
Arizona,400787,Kaizen education foundation dba vista grove preparatory acad,174,,54.32355555555556,
Arizona,400788,Phoenix collegiate academy  inc.,316,21.0,54.32355555555556,33.32355555555556
Arizona,400789,Kaizen education foundation dba liberty arts academy,121,,54.32355555555556,
Arizona,400790,Apache junction unified district,2457,29.0,54.32355555555556,25.323555555555558
Arizona,400791,Teleos preparatory academy,131,,54.32355555555556,
Arizona,400792,Vector school district  inc.,97,,54.32355555555556,
Arizona,400793,Morrison education group  inc.,158,,54.32355555555556,
Arizona,400794,Western arizona vocational district #50,129,,54.32355555555556,
Arizona,400796,Cafa  inc. dba learning foundation and performing arts alta,153,,54.32355555555556,
Arizona,400797,Academy del sol  inc.,327,28.0,54.32355555555556,26.323555555555558
Arizona,400798,Challenge foundation academies of arizona  inc.,350,21.0,54.32355555555556,33.32355555555556
Arizona,400799,Kaizen education foundation dba gilbert arts academy,80,,54.32355555555556,
Arizona,400800,The odyssey preparatory academy  inc.,1393,46.0,54.32355555555556,8.323555555555558
Arizona,400801,Skyline gila river schools  llc,83,,54.32355555555556,
Arizona,400802,Imagine avondale middle  inc.,191,,54.32355555555556,
Arizona,400803,Cafa  inc. dba learning foundation and performing arts gilbe,489,52.0,54.32355555555556,2.323555555555558
Arizona,400805,Choice academies  inc.,402,71.0,54.32355555555556,16.676444444444442
Arizona,400806,Daisy education corporation dba sonoran science academy - ah,31,,54.32355555555556,
Arizona,400807,Daisy education corporation dba. sonoran science academy dav,133,,54.32355555555556,
Arizona,400810,Imagine superstition middle  inc.,94,,54.32355555555556,
Arizona,400811,Ombudsman educational services  ltd  a subsidiary of educati,104,,54.32355555555556,
Arizona,400813,Camp verde unified school district dba south verde technolog,32,,54.32355555555556,
Arizona,400814,Cplc community schools dba hiaki high school,12,,54.32355555555556,
Arizona,400815,Research based education corporation,84,,54.32355555555556,
Arizona,400816,Educational options foundation,176,,54.32355555555556,
Arizona,400817,Ed ahead,35,,54.32355555555556,
Arizona,400818,Basis school  inc.,349,80.0,54.32355555555556,25.676444444444442
Arizona,400819,Anthem preparatory academy,410,68.0,54.32355555555556,13.676444444444442
Arizona,400820,Compass points international  inc,31,,54.32355555555556,
Arizona,400821,Pima prevention partnership,50,,54.32355555555556,
Arizona,400822,Daisy education corporation dba. sonoran science academy peo,112,,54.32355555555556,
